OGID	MCHA	HSAN	BMAS	BPEL	BLOR	BDAR	numSequences	numSpecies
OG0000659.0	XP_022139891.1_MCHA	HSAN01696_HSAN	Bma000881.1_BMAS	Bpe009616.1_BPEL	BLOR09199_BLOR	Bda003867.1_BDAR	6	6
OG0000660.0	XP_022138461.1_MCHA	HSAN24011_HSAN	Bma000947.1_BMAS	Bpe009553.1_BPEL	BLOR09272_BLOR	Bda003786.1_BDAR	6	6
OG0000661.0	XP_022134738.1_MCHA	HSAN09286_HSAN	Bma018856.1_BMAS	Bpe015070.1_BPEL	BLOR04783_BLOR	Bda016383.1_BDAR	6	6
OG0000671.0	XP_022155607.1_MCHA	HSAN21614_HSAN	Bma009650.1_BMAS	Bpe024020.2_BPEL	BLOR02415_BLOR	Bda009145.1_BDAR	6	6
OG0000671.1	XP_022155607.1_MCHA	HSAN26170_HSAN	Bma004052.1_BMAS	Bpe012821.2_BPEL	BLOR18971_BLOR	Bda022022.2_BDAR	6	6
OG0000674.0	XP_022156352.1_MCHA	HSAN00628_HSAN	Bma012874.1_BMAS	Bpe011974.1_BPEL	BLOR21004_BLOR	Bda028853.1_BDAR	6	6
OG0000677.0	XP_022143015.1_MCHA	HSAN11601_HSAN	Bma017793.1_BMAS	Bpe026141_BPEL	BLOR20720_BLOR	Bda031649.1_BDAR	6	6
OG0000686.0	XP_022158151.1_MCHA	HSAN08239_HSAN	Bma024029.1_BMAS	Bpe010852.2_BPEL	BLOR21707_BLOR	Bda004732.1_BDAR	6	6
OG0000692.0	XP_022136186.1_MCHA	HSAN19118_HSAN	Bma016921.1_BMAS	Bpe001719.1_BPEL	BLOR13510_BLOR	Bda027396.1_BDAR	6	6
OG0000693.0	XP_022134645.1_MCHA	HSAN22297_HSAN	Bma002837.1_BMAS	Bpe008520.1_BPEL	BLOR01264_BLOR	Bda002390.1_BDAR	6	6
OG0000693.1	XP_022134645.1_MCHA	HSAN01096_HSAN	Bma022518.1_BMAS	Bpe015214.1_BPEL	BLOR04639_BLOR	Bda016556.1_BDAR	6	6
OG0000697.0	XP_022131703.1_MCHA	HSAN26775_HSAN	Bma000889.1_BMAS	Bpe009609.1_BPEL	BLOR09206_BLOR	Bda003858.1_BDAR	6	6
OG0000699.0	XP_022143834.1_MCHA	HSAN10949_HSAN	Bma002673.2_BMAS	Bpe008630.2_BPEL	BLOR01167_BLOR	Bda002248.1_BDAR	6	6
OG0000699.1	XP_022143834.1_MCHA	HSAN12096_HSAN	Bma019093.1_BMAS	Bpe015362.1_BPEL	BLOR04488_BLOR	Bda016726.1_BDAR	6	6
OG0000703.1	XP_022157021.1_MCHA	HSAN21468_HSAN	Bma008781.1_BMAS	Bpe003515.1_BPEL	BLOR01874_BLOR	Bda009807.1_BDAR	6	6
OG0000713.0	XP_022153015.1_MCHA	HSAN05285_HSAN	Bma026666.1_BMAS	Bpe023323.1_BPEL	BLOR12571_BLOR	Bda030901.1_BDAR	6	6
OG0000719.1	XP_022149300.1_MCHA	HSAN25597_HSAN	Bma021651.1_BMAS	Bpe017867.1_BPEL	BLOR10634_BLOR	Bda032118.1_BDAR	6	6
OG0000726.0	XP_022144396.1_MCHA	HSAN23979_HSAN	Bma020914.1_BMAS	Bpe017551.2_BPEL	BLOR08280_BLOR	Bda030140.1_BDAR	6	6
OG0000727.0	XP_022156173.1_MCHA	HSAN00606_HSAN	Bma012914.1_BMAS	Bpe011949.1_BPEL	BLOR21037_BLOR	Bda028807.1_BDAR	6	6
OG0000729.0	XP_022153449.1_MCHA	HSAN23127_HSAN	Bma014438.1_BMAS	Bpe002305.1_BPEL	BLOR16593_BLOR	Bda006422.1_BDAR	6	6
OG0000732.0	XP_022141414.1_MCHA	HSAN06845_HSAN	Bma017294.1_BMAS	Bpe001411.4_BPEL	BLOR13792_BLOR	Bda027761.1_BDAR	6	6
OG0000732.1	XP_022141414.1_MCHA	HSAN10113_HSAN	Bma012091.1_BMAS	Bpe004787.1_BPEL	BLOR03470_BLOR	Bda026563.1_BDAR	6	6
OG0000733.0	XP_022132965.1_MCHA	HSAN05659_HSAN	Bma028791.1_BMAS	Bpe019474.4_BPEL	BLOR15778_BLOR	Bda018793.1_BDAR	6	6
OG0000736.0	XP_022140504.1_MCHA	HSAN25062_HSAN	Bma016109.1_BMAS	Bpe014147.1_BPEL	BLOR09900_BLOR	Bda001472.1_BDAR	6	6
OG0000736.1	XP_022152617.1_MCHA	HSAN03791_HSAN	Bma030142.2_BMAS	Bpe025981_BPEL	BLOR14977_BLOR	Bda019963.1_BDAR	6	6
OG0000740.0	XP_022153109.1_MCHA	HSAN23966_HSAN	Bma000905.1_BMAS	Bpe009593.1_BPEL	BLOR09226_BLOR	Bda003837.1_BDAR	6	6
OG0000745.0	XP_022158746.1_MCHA	HSAN24331_HSAN	Bma015150.1_BMAS	Bpe006679.2_BPEL	BLOR08070_BLOR	Bda000745.2_BDAR	6	6
OG0000749.0	XP_022159549.1_MCHA	HSAN02476_HSAN	Bma021933.1_BMAS	Bpe018066.1_BPEL	BLOR10845_BLOR	Bda024966.1_BDAR	6	6
OG0000751.0	XP_022152979.1_MCHA	HSAN23740_HSAN	Bma005713.1_BMAS	Bpe000263.1_BPEL	BLOR14567_BLOR	Bda006108.1_BDAR	6	6
OG0000758.0	XP_022155578.1_MCHA	HSAN12860_HSAN	Bma024717.3_BMAS	Bpe010259.1_BPEL	BLOR18197_BLOR	Bda005380.1_BDAR	6	6
OG0000762.0	XP_022153819.1_MCHA	HSAN16970_HSAN	Bma025092.1_BMAS	Bpe022419.3_BPEL	BLOR20325_BLOR	Bda032369.1_BDAR	6	6
OG0000763.0	XP_022136307.1_MCHA	HSAN23019_HSAN	Bma011131.1_BMAS	Bpe003954.1_BPEL	BLOR17842_BLOR	Bda025504.1_BDAR	6	6
OG0000771.0	XP_022149577.1_MCHA	HSAN10786_HSAN	Bma007916.1_BMAS	Bpe021372.1_BPEL	BLOR06979_BLOR	Bda023515.1_BDAR	6	6
OG0000773.0	XP_022143821.1_MCHA	HSAN09052_HSAN	Bma002597.1_BMAS	Bpe008686.1_BPEL	BLOR01117_BLOR	Bda002161.1_BDAR	6	6
OG0000779.0	XP_022143969.1_MCHA	HSAN06727_HSAN	Bma024710.1_BMAS	Bpe010268.1_BPEL	BLOR18185_BLOR	Bda005367.1_BDAR	6	6
OG0000785.0	XP_022137898.1_MCHA	HSAN16599_HSAN	Bma022135.1_BMAS	Bpe018207.1_BPEL	BLOR00023_BLOR	Bda024777.2_BDAR	6	6
OG0000790.0	XP_022145123.1_MCHA	HSAN11187_HSAN	Bma001439.1_BMAS	Bpe009205.1_BPEL	BLOR08974_BLOR	Bda003311.1_BDAR	6	6
OG0000793.0	XP_022157498.1_MCHA	HSAN01241_HSAN	Bma029501.2_BMAS	Bpe019828.2_BPEL	BLOR15465_BLOR	Bda019392.2_BDAR	6	6
OG0000795.0	XP_022140800.1_MCHA	HSAN14541_HSAN	Bma030755_BMAS	Bpe025356_BPEL	BLOR21085_BLOR	Bda028701.1_BDAR	6	6
OG0000797.0	XP_022155820.1_MCHA	HSAN25198_HSAN	Bma013610.1_BMAS	Bpe002729.1_BPEL	BLOR17006_BLOR	Bda015219.1_BDAR	6	6
OG0000814.0	XP_022153896.1_MCHA	HSAN03637_HSAN	Bma004502.1_BMAS	Bpe012566.1_BPEL	BLOR18678_BLOR	Bda021710.1_BDAR	6	6
OG0000816.0	XP_022139968.1_MCHA	HSAN07802_HSAN	Bma030696_BMAS	Bpe004447.1_BPEL	BLOR03139_BLOR	Bda026102.1_BDAR	6	6
OG0000817.0	XP_022155670.1_MCHA	HSAN04018_HSAN	Bma030347_BMAS	Bpe012829.1_BPEL	BLOR18982_BLOR	Bda022030.1_BDAR	6	6
OG0000818.0	XP_022153857.1_MCHA	HSAN18246_HSAN	Bma005718.1_BMAS	Bpe000267.1_BPEL	BLOR14569_BLOR	Bda006104.1_BDAR	6	6
OG0000819.0	XP_022145563.1_MCHA	HSAN18267_HSAN	Bma003971.1_BMAS	Bpe012908.1_BPEL	BLOR19074_BLOR	Bda033667_BDAR	6	6
OG0000821.0	XP_022155704.1_MCHA	HSAN01646_HSAN	Bma019882.1_BMAS	Bpe015767.1_BPEL	BLOR04115_BLOR	Bda017204.1_BDAR	6	6
OG0000823.0	XP_022159520.1_MCHA	HSAN07286_HSAN	Bma026389.1_BMAS	Bpe023121.1_BPEL	BLOR09351_BLOR	Bda031143.2_BDAR	6	6
OG0000823.1	XP_022159520.1_MCHA	HSAN22105_HSAN	Bma010008.2_BMAS	Bpe023928.1_BPEL	BLOR02525_BLOR	Bda009330.1_BDAR	6	6
OG0000826.0	XP_022154109.1_MCHA	HSAN23734_HSAN	Bma005732.1_BMAS	Bpe000285.1_BPEL	BLOR14583_BLOR	Bda006087.1_BDAR	6	6
OG0000828.1	XP_022132869.1_MCHA	HSAN03429_HSAN	Bma014347.1_BMAS	Bpe002373.1_BPEL	BLOR16662_BLOR	Bda006536.2_BDAR	6	6
OG0000830.0	XP_022136119.1_MCHA	HSAN17633_HSAN	Bma016798.2_BMAS	Bpe001821.1_BPEL	BLOR13398_BLOR	Bda027259.2_BDAR	6	6
OG0000830.1	XP_022136119.1_MCHA	HSAN19223_HSAN	Bma028190.1_BMAS	Bpe005294.1_BPEL	BLOR19628_BLOR	Bda011792.1_BDAR	6	6
OG0000832.1	XP_022143933.1_MCHA	HSAN15112_HSAN	Bma019072.1_BMAS	Bpe015338.1_BPEL	BLOR04506_BLOR	Bda016705.1_BDAR	6	6
OG0000835.0	XP_022138370.1_MCHA	HSAN12857_HSAN	Bma024718.1_BMAS	Bpe010258.3_BPEL	BLOR18199_BLOR	Bda005382.1_BDAR	6	6
OG0000836.1	XP_022152047.1_MCHA	HSAN01531_HSAN	Bma023310.2_BMAS	Bpe006135.3_BPEL	BLOR07800_BLOR	Bda007954.1_BDAR	6	6
OG0000841.0	XP_022139022.1_MCHA	HSAN11928_HSAN	Bma016653.1_BMAS	Bpe001943.1_BPEL	BLOR13264_BLOR	Bda027122.1_BDAR	6	6
OG0000842.0	XP_022134198.1_MCHA	HSAN12356_HSAN	Bma009313.1_BMAS	Bpe024195.1_BPEL	BLOR02257_BLOR	Bda010325.1_BDAR	6	6
OG0000857.0	XP_022140190.1_MCHA	HSAN02862_HSAN	Bma000724.1_BMAS	Bpe009746.1_BPEL	BLOR00828_BLOR	Bda004083.1_BDAR	6	6
OG0000859.0	XP_022138483.1_MCHA	HSAN11296_HSAN	Bma022440.1_BMAS	Bpe018519.1_BPEL	BLOR00298_BLOR	Bda020406.1_BDAR	6	6
OG0000869.0	XP_022140722.1_MCHA	HSAN18087_HSAN	Bma005670.1_BMAS	Bpe000214.1_BPEL	BLOR14525_BLOR	Bda006165.1_BDAR	6	6
OG0000871.0	XP_022136706.1_MCHA	HSAN07687_HSAN	Bma026984.1_BMAS	Bpe023634.1_BPEL	BLOR09713_BLOR	Bda030530.1_BDAR	6	6
OG0000872.0	XP_022139682.1_MCHA	HSAN07188_HSAN	Bma026534.3_BMAS	Bpe023230.1_BPEL	BLOR12650_BLOR	Bda030997.1_BDAR	6	6
OG0000880.0	XP_022159236.1_MCHA	HSAN18973_HSAN	Bma014892.1_BMAS	Bpe006841.1_BPEL	BLOR16176_BLOR	Bda000553.1_BDAR	6	6
OG0000882.1	XP_022134383.1_MCHA	HSAN26019_HSAN	Bma028599.1_BMAS	Bpe016386.1_BPEL	BLOR19978_BLOR	Bda033292_BDAR	6	6
OG0000883.0	XP_022148150.1_MCHA	HSAN14535_HSAN	Bma023804.1_BMAS	Bpe010977.1_BPEL	BLOR21825_BLOR	Bda007592.1_BDAR	6	6
OG0000884.0	XP_022141257.1_MCHA	HSAN08282_HSAN	Bma022122.1_BMAS	Bpe018191.1_BPEL	BLOR00007_BLOR	Bda024793.1_BDAR	6	6
OG0000888.0	XP_022137734.1_MCHA	HSAN13231_HSAN	Bma022906.1_BMAS	Bpe006315.1_BPEL	BLOR07529_BLOR	Bda008460.1_BDAR	6	6
OG0000896.0	XP_022145480.1_MCHA	HSAN12283_HSAN	Bma017258.1_BMAS	Bpe001430.1_BPEL	BLOR13775_BLOR	Bda027738.1_BDAR	6	6
OG0000898.0	XP_022159215.1_MCHA	HSAN09496_HSAN	Bma010494.1_BMAS	Bpe003755.2_BPEL	BLOR11969_BLOR	Bda025230.1_BDAR	6	6
OG0000901.0	XP_022132861.1_MCHA	HSAN17262_HSAN	Bma014598.1_BMAS	Bpe007103.1_BPEL	BLOR15940_BLOR	Bda000228.1_BDAR	6	6
OG0000902.0	XP_022146987.1_MCHA	HSAN26246_HSAN	Bma013385.2_BMAS	Bpe002921.1_BPEL	BLOR17245_BLOR	Bda015451.1_BDAR	6	6
OG0000923.0	XP_022155615.1_MCHA	HSAN21625_HSAN	Bma009637.1_BMAS	Bpe024011.1_BPEL	BLOR02426_BLOR	Bda009154.2_BDAR	6	6
OG0000925.0	XP_022133443.1_MCHA	HSAN01522_HSAN	Bma016411.1_BMAS	Bpe002177.1_BPEL	BLOR13033_BLOR	Bda026878.1_BDAR	6	6
OG0000926.0	XP_022133519.1_MCHA	HSAN23093_HSAN	Bma003669.1_BMAS	Bpe025432_BPEL	BLOR19315_BLOR	Bda022382.1_BDAR	6	6
OG0000931.0	XP_022140760.1_MCHA	HSAN14690_HSAN	Bma016179.1_BMAS	Bpe014081.1_BPEL	BLOR09835_BLOR	Bda001553.1_BDAR	6	6
OG0000931.1	XP_022140760.1_MCHA	HSAN14791_HSAN	Bma008045.1_BMAS	Bpe021441.1_BPEL	BLOR06913_BLOR	Bda023582.1_BDAR	6	6
OG0000937.0	XP_022153848.1_MCHA	HSAN23714_HSAN	Bma030435_BMAS	Bpe000336.2_BPEL	BLOR14630_BLOR	Bda006025.1_BDAR	6	6
OG0000947.0	XP_022154438.1_MCHA	HSAN13669_HSAN	Bma027085.1_BMAS	Bpe005927.1_BPEL	BLOR05422_BLOR	Bda012377.1_BDAR	6	6
OG0000949.0	XP_022137430.1_MCHA	HSAN13683_HSAN	Bma027100.1_BMAS	Bpe005913.1_BPEL	BLOR05408_BLOR	Bda012392.1_BDAR	6	6
OG0000953.0	XP_022142329.1_MCHA	HSAN08576_HSAN	Bma006795.1_BMAS	Bpe000772.1_BPEL	BLOR06322_BLOR	Bda017061.1_BDAR	6	6
OG0000958.0	XP_022151131.1_MCHA	HSAN24203_HSAN	Bma023637.1_BMAS	Bpe011096.1_BPEL	BLOR21921_BLOR	Bda007743.1_BDAR	6	6
OG0000963.0	XP_022139799.1_MCHA	HSAN09491_HSAN	Bma011466.1_BMAS	Bpe004442.1_BPEL	BLOR03135_BLOR	Bda026097.1_BDAR	6	6
OG0000963.1	XP_022139799.1_MCHA	HSAN15523_HSAN	Bma001872.1_BMAS	Bpe025116_BPEL	BLOR00887_BLOR	Bda002946.1_BDAR	6	6
OG0000971.0	XP_022149230.1_MCHA	HSAN17372_HSAN	Bma007467.1_BMAS	Bpe021199.1_BPEL	BLOR07135_BLOR	Bda022827.1_BDAR	6	6
OG0000974.0	XP_022143138.1_MCHA	HSAN13494_HSAN	Bma000477.1_BMAS	Bpe009955.1_BPEL	BLOR00617_BLOR	Bda004270.2_BDAR	6	6
OG0000989.0	XP_022147558.1_MCHA	HSAN03629_HSAN	Bma010382.1_BMAS	Bpe023695.1_BPEL	BLOR02778_BLOR	Bda009649.1_BDAR	6	6
OG0000991.0	XP_022140269.1_MCHA	HSAN02887_HSAN	Bma024922.2_BMAS	Bpe022255.1_BPEL	BLOR20174_BLOR	Bda032545.1_BDAR	6	6
OG0000991.2	XP_022140269.1_MCHA	HSAN13749_HSAN	Bma026787.2_BMAS	Bpe023439.1_BPEL	BLOR12463_BLOR	Bda034080_BDAR	6	6
OG0000993.0	XP_022146228.1_MCHA	HSAN16115_HSAN	Bma021320.1_BMAS	Bpe017753.1_BPEL	BLOR10534_BLOR	Bda034030_BDAR	6	6
OG0000993.1	XP_022146228.1_MCHA	HSAN23385_HSAN	Bma007583.1_BMAS	Bpe021251.1_BPEL	BLOR07094_BLOR	Bda022553.1_BDAR	6	6
OG0000995.0	XP_022135510.1_MCHA	HSAN08086_HSAN	Bma027066.1_BMAS	Bpe005947.2_BPEL	BLOR05444_BLOR	Bda012350.2_BDAR	6	6
OG0001001.0	XP_022138053.1_MCHA	HSAN15528_HSAN	Bma001891.1_BMAS	Bpe008808.1_BPEL	BLOR00879_BLOR	Bda002926.1_BDAR	6	6
OG0001001.1	XP_022138053.1_MCHA	HSAN16604_HSAN	Bma022144.1_BMAS	Bpe018211.1_BPEL	BLOR00030_BLOR	Bda024771.1_BDAR	6	6
OG0001005.0	XP_022157724.1_MCHA	HSAN01527_HSAN	Bma023337.1_BMAS	Bpe024919_BPEL	BLOR07797_BLOR	Bda007950.1_BDAR	6	6
OG0001006.0	XP_022131596.1_MCHA	HSAN22077_HSAN	Bma020738.1_BMAS	Bpe017425.1_BPEL	BLOR08413_BLOR	Bda030411.1_BDAR	6	6
OG0001007.0	XP_022141535.1_MCHA	HSAN01558_HSAN	Bma001524.1_BMAS	Bpe009154.1_BPEL	BLOR09035_BLOR	Bda003220.2_BDAR	6	6
OG0001008.0	XP_022143098.1_MCHA	HSAN11222_HSAN	Bma018661.1_BMAS	Bpe014934.1_BPEL	BLOR04924_BLOR	Bda016219.1_BDAR	6	6
OG0001012.0	XP_022147998.1_MCHA	HSAN02378_HSAN	Bma007966.1_BMAS	Bpe021395.1_BPEL	BLOR06964_BLOR	Bda023542.1_BDAR	6	6
OG0001017.0	XP_022151203.1_MCHA	HSAN18133_HSAN	Bma008838.1_BMAS	Bpe003460.1_BPEL	BLOR01923_BLOR	Bda009883.1_BDAR	6	6
OG0001017.1	XP_022151203.1_MCHA	HSAN20001_HSAN	Bma012082.1_BMAS	Bpe004779.1_BPEL	BLOR03461_BLOR	Bda026553.1_BDAR	6	6
OG0001018.0	XP_022144481.1_MCHA	HSAN11351_HSAN	Bma031533_BMAS	Bpe020136.1_BPEL	BLOR15146_BLOR	Bda019736.2_BDAR	6	6
OG0001021.1	XP_022158973.1_MCHA	HSAN24388_HSAN	Bma000311.1_BMAS	Bpe010112.1_BPEL	BLOR00473_BLOR	Bda004434.1_BDAR	6	6
OG0001050.0	XP_022158484.1_MCHA	HSAN00758_HSAN	Bma027412.1_BMAS	Bpe005654.1_BPEL	BLOR17680_BLOR	Bda012614.1_BDAR	6	6
OG0001058.0	XP_022152950.1_MCHA	HSAN23742_HSAN	Bma030425_BMAS	Bpe024484_BPEL	BLOR14561_BLOR	Bda006116.1_BDAR	6	6
OG0001066.0	XP_022131921.1_MCHA	HSAN20330_HSAN	Bma001789.1_BMAS	Bpe008973.1_BPEL	BLOR08625_BLOR	Bda003015.1_BDAR	6	6
OG0001072.0	XP_022134366.1_MCHA	HSAN00816_HSAN	Bma018874.1_BMAS	Bpe015084.2_BPEL	BLOR04771_BLOR	Bda016402.1_BDAR	6	6
OG0001073.0	XP_022151231.1_MCHA	HSAN01451_HSAN	Bma013146.1_BMAS	Bpe003167.1_BPEL	BLOR17484_BLOR	Bda015731.1_BDAR	6	6
OG0001073.1	XP_022151231.1_MCHA	HSAN11643_HSAN	Bma023654.1_BMAS	Bpe011082.1_BPEL	BLOR21909_BLOR	Bda007731.1_BDAR	6	6
OG0001074.0	XP_022133629.1_MCHA	HSAN15185_HSAN	Bma009309.1_BMAS	Bpe024192.1_BPEL	BLOR02258_BLOR	Bda010323.1_BDAR	6	6
OG0001081.0	XP_022142949.1_MCHA	HSAN01068_HSAN	Bma001542.1_BMAS	Bpe009139.2_BPEL	BLOR09056_BLOR	Bda003198.2_BDAR	6	6
OG0001096.0	XP_022150021.1_MCHA	HSAN11659_HSAN	Bma031542_BMAS	Bpe020272.1_BPEL	BLOR15012_BLOR	Bda019928.1_BDAR	6	6
OG0001099.0	XP_022152819.1_MCHA	HSAN19579_HSAN	Bma006967.1_BMAS	Bpe020933.1_BPEL	BLOR11380_BLOR	Bda023248.2_BDAR	6	6
OG0001103.0	XP_022132644.1_MCHA	HSAN00360_HSAN	Bma003055.1_BMAS	Bpe008334.2_BPEL	BLOR01460_BLOR	Bda002648.1_BDAR	6	6
OG0001104.0	XP_022154710.1_MCHA	HSAN09159_HSAN	Bma014541.1_BMAS	Bpe007168.1_BPEL	BLOR15888_BLOR	Bda000141.1_BDAR	6	6
OG0001104.2	XP_022154710.1_MCHA	HSAN07727_HSAN	Bma001665.1_BMAS	Bpe009045.1_BPEL	BLOR08566_BLOR	Bda003089.1_BDAR	6	6
OG0001112.0	XP_022136534.1_MCHA	HSAN09474_HSAN	Bma009969.1_BMAS	Bpe023963.1_BPEL	BLOR02472_BLOR	Bda009271.1_BDAR	6	6
OG0001114.0	XP_022154315.1_MCHA	HSAN16211_HSAN	Bma009530.1_BMAS	Bpe024163.1_BPEL	BLOR02291_BLOR	Bda010381.1_BDAR	6	6
OG0001133.0	XP_022151353.1_MCHA	HSAN03980_HSAN	Bma003770.1_BMAS	Bpe013072.1_BPEL	BLOR19223_BLOR	Bda022278.1_BDAR	6	6
OG0001137.0	XP_022159724.1_MCHA	HSAN07692_HSAN	Bma026913.1_BMAS	Bpe023564.1_BPEL	BLOR09626_BLOR	Bda030608.1_BDAR	6	6
OG0001140.0	XP_022158240.1_MCHA	HSAN20532_HSAN	Bma026003.1_BMAS	Bpe022937.1_BPEL	BLOR09602_BLOR	Bda031452.1_BDAR	6	6
OG0001147.0	XP_022148414.1_MCHA	HSAN01795_HSAN	Bma028445.1_BMAS	Bpe016536.1_BPEL	BLOR19822_BLOR	Bda012027.1_BDAR	6	6
OG0001150.0	XP_022134694.1_MCHA	HSAN13678_HSAN	Bma027095.1_BMAS	Bpe005919.1_BPEL	BLOR05411_BLOR	Bda012387.1_BDAR	6	6
OG0001153.0	XP_022135622.1_MCHA	HSAN19856_HSAN	Bma027995.1_BMAS	Bpe005434.1_BPEL	BLOR05700_BLOR	Bda012927.1_BDAR	6	6
OG0001154.1	XP_022132988.1_MCHA	HSAN07801_HSAN	Bma028887.2_BMAS	Bpe019576.1_BPEL	BLOR15680_BLOR	Bda018622.1_BDAR	6	6
OG0001169.0	XP_022153151.1_MCHA	HSAN09398_HSAN	Bma030897_BMAS	Bpe014683.1_BPEL	BLOR10434_BLOR	Bda000036.1_BDAR	6	6
OG0001178.0	XP_022153213.1_MCHA	HSAN00497_HSAN	Bma011217.1_BMAS	Bpe004280.1_BPEL	BLOR12140_BLOR	Bda025904.1_BDAR	6	6
OG0001179.0	XP_022140124.1_MCHA	HSAN00409_HSAN	Bma011314.1_BMAS	Bpe004402.1_BPEL	BLOR03094_BLOR	Bda026052.1_BDAR	6	6
OG0001215.0	XP_022133460.1_MCHA	HSAN21851_HSAN	Bma016335.1_BMAS	Bpe025321_BPEL	BLOR12971_BLOR	Bda026790.1_BDAR	6	6
OG0001222.0	XP_022142196.1_MCHA	HSAN10544_HSAN	Bma005890.1_BMAS	Bpe000439.1_BPEL	BLOR14733_BLOR	Bda005925.1_BDAR	6	6
OG0001223.2	XP_022153019.1_MCHA	HSAN07761_HSAN	Bma025047.1_BMAS	Bpe026121_BPEL	BLOR20286_BLOR	Bda032410.1_BDAR	6	6
OG0001225.0	XP_022139295.1_MCHA	HSAN09772_HSAN	Bma024955.1_BMAS	Bpe022287.1_BPEL	BLOR20202_BLOR	Bda032513.1_BDAR	6	6
OG0001225.1	XP_022139295.1_MCHA	HSAN07114_HSAN	Bma028643.1_BMAS	Bpe016616.1_BPEL	BLOR19741_BLOR	Bda011923.1_BDAR	6	6
OG0001233.0	XP_022157970.1_MCHA	HSAN18445_HSAN	Bma015456.1_BMAS	Bpe014635.1_BPEL	BLOR10501_BLOR	Bda000882.1_BDAR	6	6
OG0001235.1	XP_022133189.1_MCHA	HSAN04568_HSAN	Bma030843_BMAS	Bpe002389.1_BPEL	BLOR16683_BLOR	Bda006559.1_BDAR	6	6
OG0001237.0	XP_022147572.1_MCHA	HSAN11485_HSAN	Bma001153.1_BMAS	Bpe009392.1_BPEL	BLOR08771_BLOR	Bda003565.1_BDAR	6	6
OG0001244.0	XP_022142504.1_MCHA	HSAN21140_HSAN	Bma011358.1_BMAS	Bpe004372.1_BPEL	BLOR03068_BLOR	Bda026017.1_BDAR	6	6
OG0001252.0	XP_022143920.1_MCHA	HSAN08720_HSAN	Bma030019.1_BMAS	Bpe020168.1_BPEL	BLOR15114_BLOR	Bda019800.1_BDAR	6	6
OG0001256.0	XP_022157260.1_MCHA	HSAN25749_HSAN	Bma020021.1_BMAS	Bpe015934.1_BPEL	BLOR21146_BLOR	Bda017808.1_BDAR	6	6
OG0001263.0	XP_022143367.1_MCHA	HSAN11181_HSAN	Bma001448.1_BMAS	Bpe009198.1_BPEL	BLOR08980_BLOR	Bda003289.1_BDAR	6	6
OG0001287.0	XP_022153490.1_MCHA	HSAN00493_HSAN	Bma030122.1_BMAS	Bpe020278.1_BPEL	BLOR15005_BLOR	Bda019935.1_BDAR	6	6
OG0001297.0	XP_022157688.1_MCHA	HSAN09717_HSAN	Bma015869.2_BMAS	Bpe014360.1_BPEL	BLOR10091_BLOR	Bda001234.1_BDAR	6	6
OG0001298.0	XP_022154017.1_MCHA	HSAN25861_HSAN	Bma010448.1_BMAS	Bpe003641.1_BPEL	BLOR11596_BLOR	Bda025050.1_BDAR	6	6
OG0001298.1	XP_022154017.1_MCHA	HSAN16867_HSAN	Bma021869.1_BMAS	Bpe018004.5_BPEL	BLOR10779_BLOR	Bda029029.1_BDAR	6	6
OG0001299.0	XP_022152946.1_MCHA	HSAN14809_HSAN	Bma010852.1_BMAS	Bpe004188.1_BPEL	BLOR12244_BLOR	Bda025794.1_BDAR	6	6
OG0001302.0	XP_022140989.1_MCHA	HSAN00648_HSAN	Bma012792.1_BMAS	Bpe012011.1_BPEL	BLOR20963_BLOR	Bda028889.1_BDAR	6	6
OG0001308.0	XP_022149717.1_MCHA	HSAN26588_HSAN	Bma016228.1_BMAS	Bpe014031.1_BPEL	BLOR09797_BLOR	Bda001594.2_BDAR	6	6
OG0001311.0	XP_022131330.1_MCHA	HSAN14587_HSAN	Bma031083_BMAS	Bpe014812.1_BPEL	BLOR05064_BLOR	Bda016045.1_BDAR	6	6
OG0001318.0	XP_022145255.1_MCHA	HSAN04504_HSAN	Bma016893.1_BMAS	Bpe001745.1_BPEL	BLOR13473_BLOR	Bda027364.2_BDAR	6	6
OG0001322.0	XP_022152292.1_MCHA	HSAN05807_HSAN	Bma000624.1_BMAS	Bpe009837.2_BPEL	BLOR00743_BLOR	Bda004133.1_BDAR	6	6
OG0001322.1	XP_022152292.1_MCHA	HSAN24765_HSAN	Bma024194.1_BMAS	Bpe025264_BPEL	BLOR21511_BLOR	Bda004868.1_BDAR	6	6
OG0001332.0	XP_022132199.1_MCHA	HSAN22353_HSAN	Bma001079.1_BMAS	Bpe009457.1_BPEL	BLOR08698_BLOR	Bda032949_BDAR	6	6
OG0001332.1	XP_022132199.1_MCHA	HSAN13803_HSAN	Bma003517.1_BMAS	Bpe007937.1_BPEL	BLOR02929_BLOR	Bda033060_BDAR	6	6
OG0001337.0	XP_022149467.1_MCHA	HSAN25162_HSAN	Bma017450.1_BMAS	Bpe001298.2_BPEL	BLOR13927_BLOR	Bda028069.1_BDAR	6	6
OG0001339.0	XP_022145127.1_MCHA	HSAN26121_HSAN	Bma010939.1_BMAS	Bpe004107.1_BPEL	BLOR12305_BLOR	Bda025702.1_BDAR	6	6
OG0001344.0	XP_022157065.1_MCHA	HSAN03765_HSAN	Bma011751.1_BMAS	Bpe004599.1_BPEL	BLOR03279_BLOR	Bda026299.1_BDAR	6	6
